                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.52495,                0.91066,                 0.5785,                0.88725,                0.55909,                0.41792,                0.41657,                0.34589,                0.55537,                 0.4181,                0.41402,                0.32726,                  0.699,                 1.5323,                 1.3253,                 1.0225,               0.004951,               0.004951,               0.004951
                    104,                0.52377,                0.91288,                0.57572,                0.88841,                0.54081,                0.43081,                0.41619,                 0.3465,                0.53947,                0.42983,                0.41347,                0.32691,                0.69801,                 1.5311,                 1.3275,                 1.0222,              0.0049015,              0.0049015,              0.0049015
                    105,                 0.5215,                0.90044,                0.56993,                0.88363,                0.51075,                0.43965,                0.41584,                0.34609,                0.51854,                0.43606,                0.41225,                0.32623,                0.69955,                 1.5277,                 1.3309,                  1.024,               0.004852,               0.004852,               0.004852
                    106,                0.51803,                0.90247,                 0.5652,                0.88254,                0.50173,                0.45044,                0.41657,                0.34661,                0.50346,                0.44751,                0.41292,                0.32633,                0.69995,                 1.5323,                 1.3379,                 1.0244,              0.0048025,              0.0048025,              0.0048025
                    107,                0.51857,                0.89981,                0.56567,                0.88354,                0.52099,                0.44381,                 0.4172,                0.34734,                0.52876,                0.43564,                0.41333,                0.32646,                0.70112,                 1.5385,                 1.3379,                 1.0253,               0.004753,               0.004753,               0.004753
                    108,                 0.5143,                0.89298,                0.55523,                0.88184,                 0.5207,                0.43903,                 0.4157,                 0.3462,                0.51945,                0.43741,                0.41204,                0.32545,                0.70287,                 1.5436,                 1.3386,                 1.0277,              0.0047035,              0.0047035,              0.0047035
                    109,                0.51228,                0.89698,                 0.5574,                0.88188,                0.50987,                0.44538,                0.41431,                0.34467,                0.50804,                0.44392,                0.41063,                0.32383,                0.70306,                 1.5459,                 1.3435,                 1.0274,               0.004654,               0.004654,               0.004654
                    110,                0.51272,                0.89009,                0.54899,                0.88081,                0.52081,                0.44352,                0.41458,                0.34462,                0.51845,                0.44169,                0.41059,                0.32358,                0.70502,                  1.556,                 1.3466,                 1.0298,              0.0046045,              0.0046045,              0.0046045
                    111,                0.51059,                0.88354,                0.54767,                0.88048,                0.53016,                0.43413,                0.41256,                 0.3431,                0.52876,                0.43194,                0.40905,                0.32247,                 0.7061,                 1.5519,                 1.3469,                 1.0312,               0.004555,               0.004555,               0.004555
                    112,                0.50694,                0.88146,                0.54202,                0.88039,                0.53608,                0.43124,                0.41266,                0.34185,                0.54868,                0.42203,                0.40832,                 0.3214,                0.70601,                 1.5571,                 1.3511,                 1.0313,              0.0045055,              0.0045055,              0.0045055
                    113,                0.50509,                0.87968,                0.54224,                0.88029,                0.54612,                0.42503,                0.41255,                0.34215,                0.54678,                0.42204,                0.40766,                0.32185,                0.70676,                  1.569,                 1.3514,                 1.0334,               0.004456,               0.004456,               0.004456
                    114,                0.45837,                0.78194,                0.44184,                 0.8601,                0.54343,                 0.4254,                 0.4114,                0.34136,                0.54847,                0.42109,                0.40667,                0.32116,                0.70783,                 1.5704,                 1.3638,                 1.0343,              0.0044065,              0.0044065,              0.0044065
                    115,                0.47433,                 0.8014,                0.46617,                0.86646,                0.54712,                0.42366,                  0.411,                0.34158,                0.54952,                0.41647,                0.40636,                0.32124,                0.70834,                 1.5696,                 1.3745,                  1.034,               0.004357,               0.004357,               0.004357
                    116,                0.47265,                 0.8058,                0.47535,                0.86587,                0.54859,                0.42076,                 0.4098,                0.34047,                0.55417,                0.41444,                0.40529,                0.32007,                0.70901,                 1.5808,                 1.3791,                 1.0343,              0.0043075,              0.0043075,              0.0043075
                    117,                0.47067,                0.80406,                0.47353,                0.86595,                0.54253,                0.42308,                0.40931,                0.33973,                0.55403,                0.41553,                0.40513,                0.31964,                0.71076,                 1.5887,                 1.3856,                 1.0351,               0.004258,               0.004258,               0.004258
                    118,                0.47098,                0.80529,                0.46713,                0.86378,                0.54003,                0.42488,                 0.4082,                0.33874,                  0.543,                0.41914,                0.40347,                0.31889,                0.71272,                 1.5948,                 1.3888,                 1.0358,              0.0042085,              0.0042085,              0.0042085
                    119,                0.47578,                0.80766,                0.47649,                0.86714,                0.53513,                0.42644,                0.40791,                 0.3386,                0.53809,                0.42077,                0.40337,                0.31896,                0.71323,                 1.5996,                 1.3893,                  1.036,               0.004159,               0.004159,               0.004159
                    120,                0.47618,                0.81518,                0.47855,                0.86764,                0.51415,                0.43643,                0.40854,                0.33977,                0.51249,                0.43406,                0.40485,                0.31984,                0.71308,                 1.6034,                  1.392,                 1.0363,              0.0041095,              0.0041095,              0.0041095
                    121,                0.47323,                0.80584,                0.47644,                 0.8649,                0.51407,                0.43415,                0.40905,                 0.3408,                0.51136,                0.43143,                0.40526,                0.32039,                0.71347,                 1.5999,                 1.3951,                 1.0368,                0.00406,                0.00406,                0.00406
                    122,                0.47556,                0.81544,                0.47812,                0.86533,                0.50635,                0.43845,                0.40785,                 0.3396,                0.50361,                0.43557,                0.40391,                0.31934,                0.71352,                 1.6067,                 1.4001,                 1.0376,              0.0040105,              0.0040105,              0.0040105
                    123,                0.47547,                0.81733,                0.48461,                0.86609,                0.51679,                0.43209,                0.40752,                0.33864,                0.51379,                0.42826,                 0.4028,                0.31843,                0.71338,                 1.6161,                 1.4018,                 1.0376,               0.003961,               0.003961,               0.003961
                    124,                0.47499,                0.81513,                0.47834,                0.86639,                 0.5148,                0.43585,                0.40721,                0.33842,                0.51252,                0.43259,                0.40319,                0.31836,                0.71316,                 1.6189,                 1.4028,                 1.0373,              0.0039115,              0.0039115,              0.0039115
                    125,                 0.4763,                0.82466,                0.48802,                0.86772,                0.51933,                0.42961,                0.40398,                 0.3359,                0.51695,                0.42707,                0.40033,                0.31591,                 0.7138,                 1.6157,                 1.4039,                 1.0386,               0.003862,               0.003862,               0.003862
                    126,                0.47921,                0.82583,                0.48585,                 0.8685,                0.52067,                0.42957,                0.40452,                0.33654,                0.51831,                0.42688,                0.40061,                0.31651,                0.71376,                 1.6212,                 1.4039,                 1.0379,              0.0038125,              0.0038125,              0.0038125
                    127,                0.48053,                0.82697,                0.49358,                0.86981,                0.51094,                  0.435,                0.40404,                0.33565,                0.51069,                0.43134,                0.40012,                0.31563,                0.71324,                 1.6202,                 1.4045,                 1.0388,               0.003763,               0.003763,               0.003763
                    128,                0.48049,                0.83513,                0.49322,                 0.8706,                0.51235,                0.43212,                0.40404,                0.33552,                0.51094,                0.42945,                 0.4001,                0.31559,                0.71258,                 1.6256,                  1.405,                 1.0383,              0.0037135,              0.0037135,              0.0037135
                    129,                0.48103,                0.83409,                0.49687,                0.86901,                 0.5192,                0.42722,                0.40435,                0.33571,                0.51699,                0.42509,                0.40047,                0.31593,                0.71229,                 1.6243,                 1.4038,                 1.0381,               0.003664,               0.003664,               0.003664
                    130,                0.48404,                0.84036,                0.49705,                0.87199,                0.50085,                0.43288,                0.40446,                0.33576,                0.50221,                0.42893,                0.40025,                  0.316,                0.71221,                 1.6235,                 1.4032,                 1.0381,              0.0036145,              0.0036145,              0.0036145
                    131,                0.48285,                0.83495,                0.49418,                0.86872,                0.50497,                0.43587,                0.40539,                0.33623,                0.50206,                0.43172,                0.40098,                0.31619,                0.71192,                 1.6163,                 1.4018,                 1.0379,               0.003565,               0.003565,               0.003565
                    132,                0.48113,                0.83915,                0.49356,                0.86979,                 0.4984,                0.44083,                0.40544,                0.33625,                0.49613,                0.43818,                0.40072,                0.31614,                0.71142,                 1.6118,                 1.4007,                 1.0381,              0.0035155,              0.0035155,              0.0035155
                    133,                0.41317,                0.70347,                 0.3684,                0.84657,                0.49757,                 0.4408,                0.40475,                0.33566,                0.49587,                0.43767,                    0.4,                0.31578,                 0.7117,                 1.6224,                 1.4081,                 1.0385,               0.003466,               0.003466,               0.003466
                    134,                0.43049,                0.72429,                0.39131,                0.85216,                0.49482,                0.44037,                0.40424,                0.33533,                0.49558,                0.43607,                 0.3996,                0.31517,                0.71226,                 1.6348,                 1.4149,                 1.0391,              0.0034165,              0.0034165,              0.0034165
                    135,                0.43216,                  0.732,                0.40231,                0.85216,                0.53822,                0.41625,                0.40352,                0.33523,                0.53608,                0.41449,                0.39938,                0.31487,                0.71234,                 1.6398,                 1.4168,                 1.0392,               0.003367,               0.003367,               0.003367
                    136,                0.43142,                0.73167,                0.39937,                0.85114,                0.54368,                 0.4151,                0.40365,                0.33526,                0.54004,                0.41227,                0.39876,                0.31495,                0.71318,                 1.6458,                 1.4213,                 1.0401,              0.0033175,              0.0033175,              0.0033175
                    137,                0.43285,                0.73702,                0.40085,                0.85094,                0.53633,                0.41786,                0.40304,                0.33497,                0.53227,                0.41467,                0.39805,                0.31458,                0.71273,                 1.6509,                 1.4259,                 1.0398,               0.003268,               0.003268,               0.003268
                    138,                0.43763,                0.74049,                0.40816,                0.85253,                0.53186,                 0.4209,                0.40295,                0.33426,                0.53077,                0.41673,                0.39761,                0.31415,                0.71301,                 1.6548,                 1.4293,                 1.0397,              0.0032185,              0.0032185,              0.0032185
                    139,                0.43977,                0.74701,                0.41061,                 0.8536,                0.53283,                0.42188,                0.40291,                0.33454,                0.52811,                0.41864,                0.39742,                 0.3143,                0.71322,                 1.6585,                 1.4325,                 1.0398,               0.003169,               0.003169,               0.003169
                    140,                 0.4388,                0.74449,                0.41388,                0.85249,                0.53792,                0.41993,                0.40236,                0.33405,                0.53336,                0.41642,                0.39692,                0.31381,                0.71345,                 1.6644,                 1.4348,                 1.0401,              0.0031195,              0.0031195,              0.0031195
                    141,                0.44101,                0.75427,                 0.4164,                0.85334,                0.53794,                0.41367,                0.40154,                0.33341,                 0.5333,                0.41054,                0.39601,                0.31335,                0.71336,                  1.669,                  1.435,                 1.0402,                0.00307,                0.00307,                0.00307
                    142,                0.44244,                0.75747,                0.42434,                0.85442,                0.53721,                0.41479,                0.40121,                0.33276,                 0.5332,                 0.4117,                0.39563,                0.31285,                0.71381,                 1.6707,                 1.4372,                 1.0404,              0.0030205,              0.0030205,              0.0030205
                    143,                0.44281,                0.75837,                0.42037,                0.85427,                0.53657,                 0.4134,                0.40092,                0.33298,                 0.5332,                0.41078,                0.39557,                0.31275,                 0.7142,                 1.6754,                 1.4398,                 1.0408,               0.002971,               0.002971,               0.002971
                    144,                0.44438,                0.76863,                0.43104,                0.85544,                0.53788,                0.41283,                0.40089,                0.33269,                0.53429,                0.41005,                0.39537,                0.31261,                0.71414,                 1.6766,                 1.4429,                 1.0403,              0.0029215,              0.0029215,              0.0029215
                    145,                0.44879,                0.77231,                0.43219,                0.85746,                0.53901,                0.41299,                0.40039,                0.33224,                0.53545,                0.40958,                0.39465,                0.31201,                0.71452,                 1.6785,                 1.4463,                 1.0408,               0.002872,               0.002872,               0.002872
                    146,                0.45017,                0.77791,                0.43944,                0.85818,                0.54046,                0.41328,                0.40034,                0.33224,                0.53674,                0.41009,                0.39456,                0.31209,                0.71483,                 1.6788,                 1.4488,                 1.0412,              0.0028225,              0.0028225,              0.0028225
                    147,                0.45131,                0.78275,                0.44248,                0.85831,                0.52714,                0.42207,                0.40062,                0.33258,                0.52268,                0.41884,                0.39491,                0.31249,                0.71478,                 1.6789,                  1.451,                 1.0412,               0.002773,               0.002773,               0.002773
                    148,                0.45334,                0.78841,                0.44806,                0.85915,                0.53239,                0.42063,                0.40076,                 0.3326,                0.52746,                0.41797,                0.39523,                0.31249,                0.71455,                 1.6802,                 1.4513,                 1.0411,              0.0027235,              0.0027235,              0.0027235
                    149,                0.45743,                 0.7953,                0.45239,                0.86133,                0.54197,                0.41375,                0.40032,                0.33264,                0.54062,                0.41064,                 0.3953,                0.31244,                0.71432,                 1.6789,                   1.45,                 1.0408,               0.002674,               0.002674,               0.002674
                    150,                0.45715,                0.79592,                0.45161,                 0.8594,                0.53314,                0.42022,                0.40113,                0.33299,                0.52895,                0.41692,                0.39574,                  0.313,                0.71437,                 1.6762,                   1.45,                 1.0409,              0.0026245,              0.0026245,              0.0026245
                    151,                0.45395,                0.79434,                0.44658,                0.85992,                0.53019,                0.42089,                0.40092,                0.33268,                 0.5264,                0.41754,                0.39573,                0.31297,                0.71424,                 1.6797,                 1.4506,                 1.0408,               0.002575,               0.002575,               0.002575
                    152,                 0.4577,                0.80148,                 0.4511,                0.86101,                0.52556,                0.42261,                0.40122,                0.33304,                0.52236,                0.41965,                0.39606,                0.31304,                0.71341,                 1.6786,                 1.4501,                 1.0404,              0.0025255,              0.0025255,              0.0025255
                    153,                 0.4519,                 0.7918,                0.44673,                0.85997,                0.52834,                0.42258,                0.40139,                0.33331,                0.52483,                0.41968,                0.39625,                0.31338,                0.71327,                 1.6795,                 1.4497,                 1.0404,               0.002476,               0.002476,               0.002476
                    154,                0.45373,                0.79736,                 0.4458,                0.86107,                0.52807,                0.42291,                0.40128,                0.33342,                0.52404,                0.41965,                0.39598,                0.31319,                0.71299,                 1.6802,                 1.4493,                 1.0404,              0.0024265,              0.0024265,              0.0024265
                    155,                0.44995,                0.79244,                0.44324,                0.85767,                0.53302,                0.42279,                0.40118,                0.33327,                0.52947,                0.41974,                0.39643,                0.31316,                0.71284,                 1.6781,                 1.4503,                   1.04,               0.002377,               0.002377,               0.002377
                    156,                0.44772,                0.78695,                0.44191,                0.85804,                0.53376,                  0.423,                0.40148,                 0.3336,                0.53035,                0.42035,                0.39682,                0.31346,                0.71276,                 1.6769,                 1.4507,                   1.04,              0.0023275,              0.0023275,              0.0023275
                    157,                0.44238,                0.77817,                0.43808,                0.85445,                0.53366,                0.42284,                0.40174,                0.33412,                0.53018,                0.42054,                0.39713,                0.31362,                0.71301,                  1.676,                 1.4511,                 1.0399,               0.002278,               0.002278,               0.002278
                    158,                0.44811,                0.78559,                0.43988,                0.85974,                0.53457,                0.42269,                0.40183,                0.33401,                0.53103,                0.41996,                0.39699,                0.31361,                0.71306,                 1.6737,                 1.4508,                 1.0401,              0.0022285,              0.0022285,              0.0022285
                    159,                0.44252,                0.77734,                0.43306,                  0.858,                 0.5357,                0.42235,                0.40229,                 0.3343,                0.53141,                0.41901,                0.39692,                0.31398,                0.71286,                  1.666,                 1.4513,                   1.04,               0.002179,               0.002179,               0.002179
                    160,                0.43993,                0.77372,                0.42578,                0.85523,                0.53529,                0.42212,                0.40228,                0.33425,                0.53124,                0.41902,                 0.3971,                0.31385,                 0.7122,                 1.6675,                 1.4511,                 1.0396,              0.0021295,              0.0021295,              0.0021295
                    161,                0.44081,                0.77425,                0.42674,                0.85477,                0.53567,                0.42061,                0.40224,                0.33467,                 0.5312,                0.41721,                0.39698,                0.31407,                0.71241,                 1.6665,                 1.4518,                 1.0399,                0.00208,                0.00208,                0.00208
                    162,                0.43882,                0.76971,                0.42379,                 0.8533,                0.53524,                0.42105,                0.40191,                0.33433,                0.53132,                0.41735,                0.39645,                0.31373,                0.71243,                 1.6654,                 1.4529,                 1.0399,              0.0020305,              0.0020305,              0.0020305
                    163,                0.43818,                0.76421,                0.42524,                0.85493,                0.53597,                0.41912,                0.40152,                0.33427,                0.53194,                0.41601,                0.39629,                 0.3137,                0.71236,                 1.6658,                 1.4528,                 1.0402,               0.001981,               0.001981,               0.001981
                    164,                0.43447,                0.76909,                 0.4229,                 0.8543,                0.53762,                0.41972,                0.40202,                0.33437,                 0.5328,                0.41659,                0.39635,                0.31394,                0.71212,                 1.6648,                 1.4546,                   1.04,              0.0019315,              0.0019315,              0.0019315
                    165,                0.43371,                0.76166,                0.41754,                0.85465,                0.53892,                0.41784,                0.40168,                0.33419,                0.53286,                0.41621,                0.39633,                 0.3137,                0.71204,                 1.6618,                 1.4559,                 1.0398,               0.001882,               0.001882,               0.001882
                    166,                0.43198,                0.75533,                  0.412,                0.85249,                0.54095,                0.41667,                0.40158,                0.33419,                0.53714,                0.41337,                0.39629,                0.31373,                0.71165,                  1.662,                 1.4564,                 1.0395,              0.0018325,              0.0018325,              0.0018325
                    167,                0.43087,                0.75172,                0.41102,                0.85136,                0.53997,                0.41794,                0.40157,                0.33404,                0.53563,                0.41508,                0.39649,                 0.3138,                0.71168,                 1.6612,                 1.4572,                 1.0394,               0.001783,               0.001783,               0.001783
                    168,                0.42894,                0.74801,                0.40645,                0.84944,                0.53976,                0.41797,                0.40157,                0.33397,                0.53536,                0.41458,                0.39624,                0.31349,                0.71184,                 1.6608,                 1.4575,                 1.0396,              0.0017335,              0.0017335,              0.0017335
                    169,                0.42879,                0.75079,                0.40505,                0.85062,                0.53891,                0.41819,                0.40123,                0.33399,                0.53536,                0.41491,                0.39615,                0.31345,                0.71141,                 1.6598,                 1.4582,                 1.0392,               0.001684,               0.001684,               0.001684
                    170,                0.42386,                0.74681,                0.40883,                0.85016,                0.53929,                0.41753,                0.40079,                0.33359,                0.53544,                0.41449,                 0.3958,                0.31309,                0.71106,                   1.66,                 1.4582,                 1.0392,              0.0016345,              0.0016345,              0.0016345
                    171,                 0.4192,                0.74221,                 0.3971,                0.84627,                0.53909,                0.41765,                0.40072,                0.33356,                0.53527,                0.41461,                0.39585,                  0.313,                0.71132,                  1.661,                 1.4587,                 1.0396,               0.001585,               0.001585,               0.001585
                    172,                0.42196,                0.73486,                0.39575,                 0.8493,                0.54628,                0.41449,                0.40052,                0.33328,                0.54424,                0.41001,                0.39528,                0.31333,                0.71167,                  1.661,                 1.4596,                 1.0398,              0.0015355,              0.0015355,              0.0015355
                    173,                0.41877,                0.73646,                 0.3942,                0.84987,                0.54721,                0.41375,                0.40062,                0.33363,                0.54332,                0.41075,                0.39563,                0.31268,                 0.7116,                 1.6594,                 1.4607,                 1.0394,               0.001486,               0.001486,               0.001486
                    174,                0.41542,                0.73659,                0.39359,                0.84818,                0.54828,                0.41318,                0.40064,                0.33373,                0.54884,                0.40992,                0.39622,                0.31281,                0.71137,                 1.6587,                 1.4618,                 1.0393,              0.0014365,              0.0014365,              0.0014365
                    175,                0.41528,                0.73278,                0.39116,                0.84632,                 0.5522,                0.41205,                0.40041,                0.33381,                0.55161,                0.40894,                0.39619,                0.31275,                0.71114,                 1.6578,                 1.4627,                  1.039,               0.001387,               0.001387,               0.001387
                    176,                0.41419,                0.73068,                0.38715,                0.84647,                0.55263,                0.41046,                0.40035,                0.33362,                 0.5502,                0.40825,                0.39571,                0.31283,                0.71148,                 1.6591,                 1.4639,                  1.039,              0.0013375,              0.0013375,              0.0013375
                    177,                0.41117,                0.72799,                0.38537,                0.84373,                0.55695,                0.41023,                 0.4005,                0.33347,                0.55472,                0.40797,                0.39567,                0.31268,                0.71155,                 1.6589,                 1.4645,                 1.0391,               0.001288,               0.001288,               0.001288
                    178,                0.41217,                0.72483,                0.38495,                0.84613,                0.55419,                0.41051,                 0.4005,                0.33372,                0.55453,                0.40799,                0.39565,                0.31273,                0.71124,                 1.6597,                  1.466,                 1.0391,              0.0012385,              0.0012385,              0.0012385
                    179,                0.40752,                0.72222,                0.37733,                0.84362,                0.55275,                0.41026,                0.40026,                0.33345,                0.55236,                0.40791,                0.39546,                0.31252,                0.71102,                 1.6589,                 1.4667,                 1.0386,               0.001189,               0.001189,               0.001189
                    180,                0.40842,                0.71582,                0.37796,                0.84496,                0.55518,                0.40968,                0.39974,                0.33293,                0.55292,                0.40748,                0.39499,                0.31224,                0.71082,                  1.659,                 1.4668,                 1.0388,              0.0011395,              0.0011395,              0.0011395
                    181,                0.40347,                0.71724,                 0.3726,                0.84344,                0.55495,                0.41108,                0.39982,                0.33304,                0.55385,                0.40752,                0.39501,                0.31229,                0.71089,                 1.6592,                 1.4686,                 1.0387,                0.00109,                0.00109,                0.00109
                    182,                0.40464,                0.71653,                0.37645,                0.84317,                0.55681,                0.41058,                0.39987,                  0.333,                0.55405,                0.40765,                0.39501,                0.31225,                0.71151,                 1.6588,                 1.4701,                 1.0393,              0.0010405,              0.0010405,              0.0010405
                    183,                0.40403,                0.71563,                0.37184,                0.84369,                0.55779,                0.40978,                0.39991,                0.33299,                0.55582,                0.40698,                0.39495,                0.31214,                0.71144,                 1.6606,                 1.4706,                 1.0391,               0.000991,               0.000991,               0.000991
                    184,                0.40275,                0.70963,                0.36997,                0.84337,                0.55724,                0.41032,                0.39971,                0.33291,                0.55397,                 0.4073,                 0.3947,                0.31211,                 0.7117,                 1.6612,                 1.4721,                 1.0392,              0.0009415,              0.0009415,              0.0009415
                    185,                0.39945,                0.70979,                0.36817,                0.84261,                 0.5577,                0.41021,                0.39961,                0.33298,                0.55378,                0.40727,                0.39462,                0.31191,                0.71168,                 1.6602,                 1.4732,                 1.0392,               0.000892,               0.000892,               0.000892
                    186,                0.39498,                 0.7026,                0.36751,                0.84228,                0.55494,                0.41121,                0.39959,                0.33284,                 0.5513,                0.40805,                0.39454,                0.31194,                0.71148,                 1.6601,                 1.4744,                  1.039,              0.0008425,              0.0008425,              0.0008425
                    187,                0.39612,                0.70742,                0.36226,                0.84001,                0.55603,                0.41088,                0.39933,                0.33272,                0.55259,                0.40776,                0.39425,                0.31164,                0.71172,                 1.6612,                 1.4765,                 1.0393,               0.000793,               0.000793,               0.000793
                    188,                0.39479,                0.70411,                 0.3615,                0.84112,                0.55363,                0.41102,                0.39923,                0.33268,                0.55117,                0.40767,                0.39401,                0.31153,                0.71123,                 1.6617,                 1.4762,                 1.0388,              0.0007435,              0.0007435,              0.0007435
                    189,                0.39342,                0.69618,                0.35756,                0.84094,                0.54876,                0.41235,                0.39921,                 0.3326,                0.54652,                0.40892,                0.39405,                0.31151,                0.71109,                  1.656,                 1.4777,                 1.0386,               0.000694,               0.000694,               0.000694
                    190,                0.39259,                0.69672,                0.35488,                0.83927,                 0.5436,                0.41334,                0.39907,                0.33266,                0.54202,                0.40961,                0.39377,                0.31151,                0.71119,                 1.6565,                 1.4784,                 1.0386,              0.0006445,              0.0006445,              0.0006445
                    191,                0.38626,                0.69448,                 0.2777,                0.82324,                 0.5355,                0.41883,                0.39908,                0.33259,                0.52995,                0.41656,                0.39383,                0.31153,                0.71151,                 1.6578,                 1.4805,                  1.039,               0.000595,               0.000595,               0.000595
                    192,                0.37881,                0.68517,                0.26933,                0.82016,                0.53268,                0.41828,                0.39888,                0.33247,                0.52873,                0.41505,                 0.3936,                0.31134,                0.71148,                 1.6583,                 1.4821,                 1.0389,              0.0005455,              0.0005455,              0.0005455
                    193,                0.37618,                 0.6766,                0.26583,                0.81915,                0.53289,                0.41847,                0.39887,                0.33249,                0.52892,                0.41522,                0.39354,                0.31135,                0.71171,                 1.6599,                 1.4833,                 1.0389,               0.000496,               0.000496,               0.000496
                    194,                 0.3759,                0.67235,                0.26288,                0.81849,                  0.533,                0.41931,                0.39876,                0.33227,                0.52898,                0.41602,                 0.3935,                 0.3112,                0.71224,                 1.6616,                 1.4843,                 1.0393,              0.0004465,              0.0004465,              0.0004465
                    195,                0.37452,                0.67447,                0.26193,                0.81734,                0.53213,                0.41908,                0.39867,                0.33199,                 0.5281,                0.41578,                 0.3934,                0.31107,                0.71242,                 1.6587,                 1.4849,                 1.0396,               0.000397,               0.000397,               0.000397
                    196,                0.37055,                0.66728,                0.25875,                0.81785,                0.53056,                0.41893,                0.39872,                0.33212,                0.52654,                0.41564,                0.39351,                0.31116,                 0.7124,                 1.6594,                 1.4855,                 1.0395,              0.0003475,              0.0003475,              0.0003475
                    197,                0.36885,                0.67075,                0.25762,                0.81702,                0.53082,                0.41927,                0.39866,                0.33198,                0.52678,                0.41598,                0.39343,                0.31116,                0.71243,                 1.6644,                 1.4869,                 1.0395,               0.000298,               0.000298,               0.000298
                    198,                0.36661,                0.66206,                0.25475,                0.81609,                0.53003,                0.41991,                0.39857,                0.33187,                0.52588,                0.41651,                0.39329,                0.31111,                0.71258,                 1.6654,                 1.4882,                 1.0397,              0.0002485,              0.0002485,              0.0002485
                    199,                0.36686,                0.66507,                0.25335,                0.81688,                 0.5291,                0.42033,                0.39827,                0.33174,                0.52489,                0.41689,                0.39305,                0.31069,                 0.7123,                  1.665,                 1.4891,                 1.0396,               0.000199,               0.000199,               0.000199
                    200,                0.36637,                0.65803,                0.25276,                0.81682,                 0.5305,                0.41957,                0.39775,                0.33155,                0.52629,                0.41614,                0.39257,                0.31056,                0.71232,                 1.6651,                 1.4904,                 1.0396,              0.0001495,              0.0001495,              0.0001495
